iter	Logloss
0	0.6128554799
1	0.5505717046
2	0.5064195973
3	0.4731347061
4	0.4459045608
5	0.4260985597
6	0.4106076899
7	0.3969883439
8	0.3830210015
9	0.3708963943
10	0.3601239441
11	0.3524731463
12	0.3416593593
13	0.3346056971
14	0.3289640662
15	0.3185105509
16	0.3125702847
17	0.3085995335
18	0.3037890904
19	0.2960310227
20	0.2903429274
21	0.2862622922
22	0.2806849587
23	0.276894813
24	0.2688055929
25	0.2628612649
26	0.2601627812
27	0.2574708263
28	0.2499552832
29	0.2466331921
30	0.2434030836
31	0.240254904
32	0.2377431424
33	0.2348196029
34	0.2322205843
35	0.2289202354
36	0.2260792397
37	0.2228290076
38	0.220214411
39	0.2159909089
40	0.2136529233
41	0.21167576
42	0.207563529
43	0.2059948549
44	0.2044739397
45	0.1982472626
46	0.1959049533
47	0.1948188553
48	0.1922150573
49	0.1907566729
50	0.1890873077
51	0.1879711189
52	0.1861382619
53	0.1849673453
54	0.1838716289
55	0.1823869796
56	0.1811231635
57	0.1774582612
58	0.1753573997
59	0.1741845612
60	0.1709795145
61	0.1689934614
62	0.167021247
63	0.1654825081
64	0.164364565
65	0.1631699889
66	0.1628062775
67	0.1609523016
68	0.1596712921
69	0.157824828
70	0.1566238502
71	0.1551894517
72	0.1540277945
73	0.1528703407
74	0.1518338953
75	0.1494305914
76	0.1469540512
77	0.1447817595
78	0.1437431817
79	0.1424824052
80	0.1412751018
81	0.1399785358
82	0.1396095248
83	0.1378070081
84	0.1370461702
85	0.1360755562
86	0.1350397471
87	0.1335929514
88	0.1326110534
89	0.1314969762
90	0.1304685229
91	0.1294499214
92	0.1284839467
93	0.1269018971
94	0.1262941042
95	0.1252126335
96	0.1237286756
97	0.1225549774
98	0.1206708849
99	0.1197020177
100	0.1191002
101	0.1179555637
102	0.116811367
103	0.1157190846
104	0.1148510742
105	0.1139298067
106	0.1131438957
107	0.1125954563
108	0.1119378651
109	0.1112516157
110	0.1090981011
111	0.1076442045
112	0.1063102519
113	0.1052336036
114	0.1047198414
115	0.1039242577
116	0.102449707
117	0.101796244
118	0.1010156142
119	0.09998725457
120	0.09931966775
121	0.09818066579
122	0.09745371464
123	0.09709450014
124	0.09526107049
125	0.09508061396
126	0.09424381049
127	0.09355892063
128	0.09241570467
129	0.09035629484
130	0.08936797247
131	0.08895283298
132	0.08773113257
133	0.08686457104
134	0.08653813875
135	0.08569164174
136	0.08446658959
137	0.08362564009
138	0.08256899768
139	0.08197796894
140	0.08111360555
141	0.08081543391
142	0.08030515154
143	0.07984817253
144	0.07944250708
145	0.07899968993
146	0.0783006498
147	0.07801092108
148	0.07759915004
149	0.07689612693
150	0.07599874501
151	0.07543742193
152	0.07501482858
153	0.0746964167
154	0.07422130678
155	0.07392353365
156	0.07341020633
157	0.07306294537
158	0.07260465567
159	0.0722541685
160	0.07165297296
161	0.07106054144
162	0.07072953495
163	0.0703113261
164	0.069907389
165	0.06952536661
166	0.06905044601
167	0.0686948754
168	0.06845715614
169	0.06813418203
170	0.06750003477
171	0.06720339954
172	0.06692666934
173	0.06667471389
174	0.06635787824
175	0.06610989744
176	0.06564459956
177	0.06525281233
178	0.06492856468
179	0.06472772568
180	0.06442897952
181	0.06415895972
182	0.06378090468
183	0.06355694151
184	0.06304273914
185	0.0627332555
186	0.06263953049
187	0.06241491791
188	0.06206735955
189	0.06160531802
190	0.06132495451
191	0.06096838095
192	0.06066520558
193	0.06037124536
194	0.05989318394
195	0.0598615781
196	0.0596422211
197	0.05935960732
198	0.05910362735
199	0.05880265393
200	0.05854434451
201	0.05830836385
202	0.05792783569
203	0.05767395216
204	0.05747279448
205	0.05713511138
206	0.05683831472
207	0.05666251665
208	0.05645120509
209	0.0562280726
210	0.05601677213
211	0.0556844651
212	0.05521474399
213	0.05507767419
214	0.0548309034
215	0.05447642803
216	0.05410385394
217	0.05392817862
218	0.05388441544
219	0.05371556073
220	0.05345543665
221	0.0532164996
222	0.05300655998
223	0.05287245795
224	0.05269016358
225	0.05247807921
226	0.05224762113
227	0.05197196378
228	0.05157797315
229	0.05128922062
230	0.05108004513
231	0.05077103078
232	0.0505529116
233	0.05039292656
234	0.05021498761
235	0.04999137195
236	0.04970058614
237	0.04947995457
238	0.0492815664
239	0.04906226754
240	0.04886517357
241	0.04877333762
242	0.04861801922
243	0.04836948729
244	0.04815849079
245	0.04789208726
246	0.04780398319
247	0.04762622261
248	0.04737303099
249	0.04721779493
250	0.04689657373
251	0.04673360948
252	0.04648773323
253	0.04628848722
254	0.04606836843
255	0.04597468515
256	0.0457967779
257	0.04564702111
258	0.04550407235
259	0.04539088666
260	0.0451949641
261	0.04503274624
262	0.04470865748
263	0.04454411579
264	0.04447558856
265	0.04425020751
266	0.04405474516
267	0.04381060239
268	0.04358386074
269	0.04338682651
270	0.0432346083
271	0.04308633895
272	0.04294195459
273	0.04277926874
274	0.04264326168
275	0.04240700947
276	0.04226623248
277	0.04206129286
278	0.04191757449
279	0.04179650691
280	0.04169237552
281	0.04158240637
282	0.04147410943
283	0.04123920735
284	0.04111741348
285	0.040968664
286	0.0409192323
287	0.04080087376
288	0.04066437932
289	0.04054175564
290	0.04030783286
291	0.04004887219
292	0.03987253617
293	0.03973064832
294	0.03965233335
295	0.03946359158
296	0.03934797624
297	0.03924212965
298	0.03908318718
299	0.03889565908
300	0.03880239903
301	0.03868117068
302	0.0385868182
303	0.03843588421
304	0.03834790784
305	0.03824474276
306	0.03799194814
307	0.03789089455
308	0.0378159587
309	0.03771833081
310	0.03756775853
311	0.03744522274
312	0.03725987955
313	0.03710873021
314	0.03702726232
315	0.03691487976
316	0.03683311806
317	0.0367325847
318	0.03656981474
319	0.03648851482
320	0.03637952253
321	0.03621341506
322	0.0361500443
323	0.035987872
324	0.0358694917
325	0.03584887087
326	0.0357331928
327	0.03561774343
328	0.03560263
329	0.03554504994
330	0.03551253933
331	0.03538026838
332	0.0352524812
333	0.03497925351
334	0.03491653381
335	0.03478709022
336	0.0347161341
337	0.03461426862
338	0.03458884981
339	0.03444003424
340	0.03433282909
341	0.03417802563
342	0.03405798692
343	0.03392343919
344	0.03383570255
345	0.03379104868
346	0.0336411647
347	0.03358842374
348	0.03348544685
349	0.03341637732
350	0.03325616904
351	0.03311623308
352	0.03303969248
353	0.03292866852
354	0.03281774359
355	0.0327307687
356	0.03265742462
357	0.03252884237
358	0.03245894489
359	0.03233502198
360	0.03219689062
361	0.03205552933
362	0.03191752353
363	0.03191183401
364	0.03186361111
365	0.03175668334
366	0.03163886522
367	0.03154453164
368	0.03141530647
369	0.03130330972
370	0.03114032453
371	0.03103727749
372	0.0309311607
373	0.03087803106
374	0.03083468829
375	0.03070609346
376	0.03061012798
377	0.03051414186
378	0.03044513808
379	0.03039597826
380	0.03029424316
381	0.03021595832
382	0.03015089346
383	0.03010847516
384	0.03002337373
385	0.02988942747
386	0.02980888715
387	0.02978630899
388	0.02966653147
389	0.02960607429
390	0.02944682177
391	0.0293252249
392	0.02923147606
393	0.02905179499
394	0.02896621252
395	0.02882725154
396	0.02872825832
397	0.02859496452
398	0.02847344712
399	0.02838287486
400	0.02830700666
401	0.02821586529
402	0.02812481143
403	0.02802137874
404	0.02797289789
405	0.02794331325
406	0.02788725181
407	0.02782231861
408	0.02774436741
409	0.02766469898
410	0.02761164015
411	0.02752507219
412	0.02745905051
413	0.02741655519
414	0.02730500474
415	0.02720262168
416	0.02711689726
417	0.02700878409
418	0.02690531633
419	0.02684612727
420	0.02682546884
421	0.02673192305
422	0.02666240753
423	0.02663077524
424	0.02657410268
425	0.0265157666
426	0.02644836688
427	0.02635240986
428	0.02626656409
429	0.02622616751
430	0.02613429574
431	0.02602978816
432	0.02595755689
433	0.02589432584
434	0.02580798365
435	0.02576554379
436	0.02571231526
437	0.02564401982
438	0.02553636471
439	0.02545027135
440	0.02539188756
441	0.0253113679
442	0.02525185585
443	0.02520283496
444	0.02510528914
445	0.02507288253
446	0.02503120835
447	0.02492378751
448	0.0248570146
449	0.02479093038
450	0.02471691923
451	0.02468773519
452	0.02464044411
453	0.02458681465
454	0.02454353144
455	0.02445823153
456	0.02436836023
457	0.02430714779
458	0.02424734871
459	0.02418058267
460	0.02415150442
461	0.02408988296
462	0.02396380475
463	0.02390516803
464	0.02386340806
465	0.02381333281
466	0.02372481985
467	0.02367099743
468	0.02363840626
469	0.02359352086
470	0.02352255124
471	0.0234352021
472	0.02337000319
473	0.02327440593
474	0.02322239356
475	0.02315796938
476	0.02303898033
477	0.0229451346
478	0.02281026613
479	0.02276682809
480	0.02269305476
481	0.02262261859
482	0.02254368432
483	0.02250153941
484	0.02240996647
485	0.02236817676
486	0.02229557609
487	0.02222343623
488	0.0221609899
489	0.0221272951
490	0.02198967845
491	0.02194836672
492	0.02187125684
493	0.02179102701
494	0.0217044318
495	0.02165128147
496	0.02159410393
497	0.02156697253
498	0.02150053757
499	0.02146030569
500	0.02144633336
501	0.0213649903
502	0.02128952409
503	0.02128129704
504	0.02125612293
505	0.02115161792
506	0.02109518611
507	0.0210521112
508	0.02099088837
509	0.02094076269
510	0.02090093762
511	0.02085968753
512	0.02081121228
513	0.0207882214
514	0.02074751862
515	0.02068221838
516	0.02064280249
517	0.02061844438
518	0.02059283558
519	0.02055888447
520	0.02051984906
521	0.02047482759
522	0.02039563343
523	0.0203442814
524	0.02027602621
525	0.02020950149
526	0.02012696409
527	0.02008531381
528	0.02004847884
529	0.0200235825
530	0.01999573269
531	0.0199266242
532	0.01986875145
533	0.01981866105
534	0.01975740731
535	0.01973819382
536	0.01969369766
537	0.01962769733
538	0.01958840805
539	0.01954349139
540	0.01951042402
541	0.01949489801
542	0.01946335556
543	0.01943333681
544	0.01939614067
545	0.01934857206
546	0.0193067698
547	0.01929789618
548	0.01927991635
549	0.01925577915
550	0.01921514832
551	0.01918751896
552	0.01913365387
553	0.01909340406
554	0.0190311806
555	0.01897517549
556	0.01891725682
557	0.01886991131
558	0.01881255627
559	0.01877391769
560	0.01873030832
561	0.01868288741
562	0.018674008
563	0.01863308993
564	0.01861012649
565	0.0185668367
566	0.01849830046
567	0.01844074871
568	0.01840791586
569	0.01835437192
570	0.0183009386
571	0.01828468456
572	0.01823044924
573	0.01813931316
574	0.0180859517
575	0.01804731469
576	0.01801203417
577	0.01797780683
578	0.01792742392
579	0.01787044509
580	0.01783518703
581	0.01779467826
582	0.01771853762
583	0.01766648473
584	0.01763055439
585	0.01757144509
