iter	Logloss
586	0.01755294316
587	0.0174966978
588	0.01748022097
589	0.01743666753
590	0.01737665199
591	0.01734891256
592	0.01732416874
593	0.01723944512
594	0.01720373743
595	0.01715281257
596	0.01711565808
597	0.01707597082
598	0.01703565953
599	0.01698725053
600	0.01694332753
601	0.01694332238
602	0.01691743997
603	0.01687265337
604	0.01681387427
605	0.01679145225
606	0.01676742606
607	0.01672492741
608	0.01670208099
609	0.01663876837
610	0.0165969423
611	0.0165514465
612	0.01652716173
613	0.01649513788
614	0.01647954132
615	0.01642497556
616	0.01639531181
617	0.01636900431
618	0.01631449656
619	0.01627051959
620	0.01622642684
621	0.01620103174
622	0.0161340562
623	0.01610527086
624	0.016076098
625	0.01604451034
626	0.0160349465
627	0.01601479452
628	0.01596085789
629	0.01595448169
630	0.0159348007
631	0.01590776667
632	0.01589706762
633	0.015882595
634	0.0158319605
635	0.01579649603
636	0.01577451127
637	0.01573266417
638	0.01569696694
639	0.01562790811
640	0.0156072256
641	0.01557598078
642	0.01551929905
643	0.01547090772
644	0.01543422082
645	0.0154228156
646	0.01540049299
647	0.01537042971
648	0.01534092298
649	0.01528289582
650	0.01525279216
651	0.01520460826
652	0.01517097852
653	0.01514602448
654	0.01511490235
655	0.01509922059
656	0.0150601151
657	0.01501483343
658	0.01497351613
659	0.0149486324
660	0.01491241513
661	0.01486713661
662	0.01483421106
663	0.01481186003
664	0.0147981191
665	0.01476574402
666	0.01474764883
667	0.01471219871
668	0.01469530973
669	0.01465197456
670	0.01462127631
671	0.01458304661
672	0.01454746539
673	0.01451069059
674	0.01448119822
675	0.01446188712
676	0.01442125866
677	0.01442114722
678	0.01438172916
679	0.01435851226
680	0.01432668052
681	0.01430910257
682	0.01428038799
683	0.014243134
684	0.01423145474
685	0.01419690985
686	0.0141928715
687	0.0141811438
688	0.01415858754
689	0.0141348662
690	0.01409000403
691	0.01405933872
692	0.01405932587
693	0.01403735288
694	0.01403619148
695	0.01401258135
696	0.01401242054
697	0.01397629497
698	0.01397629133
699	0.01395682573
700	0.01389803602
701	0.01387176485
702	0.01384428772
703	0.01380521817
704	0.01378451632
705	0.01377720894
706	0.01374958827
707	0.01371792437
708	0.01368066717
709	0.01366136791
710	0.01363412906
711	0.0136317076
712	0.01360011786
713	0.0135896483
714	0.0135823701
715	0.01355346512
716	0.01354042012
717	0.01351081329
718	0.01349284667
719	0.01346979477
720	0.01343497331
721	0.01340796358
722	0.01334520126
723	0.01331344194
724	0.01329762164
725	0.01327164337
726	0.01325427558
727	0.01322481402
728	0.0131998661
729	0.01318255291
730	0.01316525664
731	0.01314017402
732	0.01308885917
733	0.01305626519
734	0.01302077537
735	0.01298681541
736	0.01295495689
737	0.01293759054
738	0.01288943782
739	0.0128769553
740	0.01284565926
741	0.01283189944
742	0.01281661725
743	0.01278077693
744	0.01274771147
745	0.01270768346
746	0.01268530918
747	0.01265339123
748	0.01264359112
749	0.01261743123
750	0.01260094474
751	0.01256023511
752	0.01253835264
753	0.01251900778
754	0.01248941258
755	0.01246779986
756	0.01244150224
757	0.01241102228
758	0.01239296688
759	0.01237334585
760	0.01237332032
761	0.01237331121
762	0.01234047593
763	0.01232032783
764	0.01228435094
765	0.0122632438
766	0.01225231906
767	0.01223470548
768	0.01223322261
769	0.01221636632
770	0.01220814003
771	0.01217471113
772	0.01215223704
773	0.01213639643
774	0.01210734858
775	0.01207508331
776	0.01204148107
777	0.01202057835
778	0.01199081513
779	0.011961596
780	0.01193958113
781	0.01191148438
782	0.01191145077
783	0.01186685797
784	0.01183185208
785	0.01179733399
786	0.01179732202
787	0.01178506468
788	0.01176300401
789	0.01173295619
790	0.01171336141
791	0.01168033899
792	0.01168031323
793	0.01165791361
794	0.01164149305
795	0.01162459032
796	0.01161924168
797	0.01160341343
798	0.01155980511
799	0.01153714589
800	0.0115219286
801	0.01150481196
802	0.01147658165
803	0.01146990013
804	0.01144071686
805	0.0114254911
806	0.01140922876
807	0.01140894146
808	0.01140507853
809	0.01140504859
810	0.01140142541
811	0.0113796999
812	0.0113709819
813	0.0113603561
814	0.01136033282
815	0.01133439093
816	0.01130961531
817	0.01130959908
818	0.01128388395
819	0.0112495367
820	0.01123209748
821	0.01121046781
822	0.01119176558
823	0.01117560938
824	0.01115492083
825	0.01112976586
826	0.01112975212
827	0.01111712444
828	0.01110420839
829	0.01108416088
830	0.0110742775
831	0.01106196893
832	0.01105064135
833	0.01102022743
834	0.01100665003
835	0.01100024714
836	0.01098540854
837	0.01095731587
838	0.0109228309
839	0.01092282525
840	0.01092279847
841	0.01090240993
842	0.01088490337
843	0.01087336501
844	0.01085897594
845	0.01085892592
846	0.01082694719
847	0.01082692012
848	0.01082693236
849	0.01082690504
850	0.01080693944
851	0.01080087766
852	0.01077988147
853	0.01075725433
854	0.01073654757
855	0.01072334934
856	0.01070911822
857	0.0106830646
858	0.01066909081
859	0.01065053001
860	0.01062555736
861	0.01061229782
862	0.01060291988
863	0.0105781441
864	0.01055076197
865	0.01053317972
866	0.01051377434
867	0.01048337664
868	0.01046424266
869	0.01045078398
870	0.0104376912
871	0.01041568053
872	0.01039205212
873	0.01037994566
874	0.01036984584
875	0.01035270065
876	0.01033152318
877	0.01032299414
878	0.01030158956
879	0.01030155348
880	0.01029616164
881	0.01028959475
882	0.01026695619
883	0.01025917702
884	0.01024479904
885	0.01022238308
886	0.01020486377
887	0.01018242911
888	0.01017453926
889	0.01015373635
890	0.01012491176
891	0.01011645971
892	0.01010311681
893	0.01007266401
894	0.01004994496
895	0.01002918268
896	0.01000457466
897	0.009989074475
898	0.00996946455
899	0.009946968876
900	0.009933729053
901	0.009919187106
902	0.009891031473
903	0.009862110467
904	0.009839711783
905	0.009820638624
906	0.009807776533
907	0.009791781914
908	0.009768401214
909	0.009753419146
910	0.009725161441
911	0.009725163008
912	0.00971366932
913	0.00969589471
914	0.009676788374
915	0.009676691213
916	0.009662282041
917	0.009649120028
918	0.009621022956
919	0.009621000546
920	0.009620982706
921	0.009600463949
922	0.009587048359
923	0.009563547887
924	0.009551070213
925	0.00952874441
926	0.009500680865
927	0.009478946285
928	0.009448375212
929	0.009428303825
930	0.009408049569
931	0.009381253762
932	0.009363843004
933	0.009347529019
934	0.009331830359
935	0.009309132828
936	0.009296343314
937	0.009276068653
938	0.009276035311
939	0.009265230488
940	0.009239651648
941	0.009222471898
942	0.009207061636
943	0.00919272114
944	0.009182258865
945	0.009166524137
946	0.00914777936
947	0.009147772542
948	0.009133578824
949	0.00911858546
950	0.00910462814
951	0.009091792425
952	0.009071458072
953	0.009058081261
954	0.009047174035
955	0.009027202915
956	0.009016060005
957	0.008997131994
958	0.008984568718
959	0.008984518714
960	0.008966395836
961	0.00895049988
962	0.008934219229
963	0.008918741295
964	0.00889963907
965	0.008878899859
966	0.00886395705
967	0.008845433319
968	0.008831061741
969	0.00880887042
970	0.008792489479
971	0.00877743823
972	0.008758476981
973	0.008746201084
974	0.008733930305
975	0.008718070206
976	0.008711179208
977	0.008705039402
978	0.008683746249
979	0.008670093824
980	0.00866982244
981	0.008669781808
982	0.008649085454
983	0.008631888745
984	0.008631870421
985	0.008622740137
986	0.008610553152
987	0.00861053722
988	0.008594064811
989	0.008582144699
990	0.008560161031
991	0.008543268891
992	0.00852927649
993	0.008529276701
994	0.008515538959
995	0.008502169652
996	0.008483996238
997	0.008483995532
998	0.00847234
999	0.008452349834
